Date,Sales
2015-06-26,0.0
2015-06-27,616.14
2015-06-28,1208.0020000000002
2015-06-29,46.68
2015-06-30,739.624
2015-07-01,601.0239999999999
2015-07-02,79.56
2015-07-03,0.0
2015-07-04,247.40800000000002
2015-07-05,1444.104
2015-07-06,1038.472
2015-07-07,241.19400000000002
2015-07-08,763.0740000000001
2015-07-09,265.521
2015-07-10,0.0
2015-07-11,1958.092
2015-07-12,1960.012
2015-07-13,351.216
2015-07-14,292.594
2015-07-15,9.51
2015-07-16,0.0
2015-07-17,0.0
2015-07-18,273.04
2015-07-19,461.326
2015-07-20,2095.09
2015-07-21,1950.5900000000001
2015-07-22,1348.344
2015-07-23,2379.924
2015-07-24,0.0
2015-07-25,944.3160000000001
2015-07-26,3531.7780000000002
2015-07-27,580.06
2015-07-28,193.152
2015-07-29,0.0
2015-07-30,790.6760000000002
2015-07-31,0.0
2015-08-01,228.328
2015-08-02,838.5760000000001
2015-08-03,477.994
2015-08-04,2444.08
2015-08-05,2066.05
2015-08-06,262.89
2015-08-07,0.0
2015-08-08,3546.329
2015-08-09,2035.1250000000005
2015-08-10,0.0
2015-08-11,451.62
2015-08-12,1530.0700000000002
2015-08-13,0.0
2015-08-14,0.0
2015-08-15,337.5
2015-08-16,790.6760000000002
2015-08-17,500.342
2015-08-18,0.0
2015-08-19,1439.106
2015-08-20,1732.4080000000001
2015-08-21,0.0
2015-08-22,23.104
2015-08-23,565.224
2015-08-24,59.74
2015-08-25,1234.382
2015-08-26,366.81
2015-08-27,1657.8660000000002
2015-08-28,0.0
2015-08-29,832.3225
2015-08-30,121.24
2015-08-31,92.52
2015-09-01,469.436
2015-09-02,2250.846
2015-09-03,22.08
2015-09-04,0.0
2015-09-05,296.304
2015-09-06,100.36
2015-09-07,3492.6710000000003
2015-09-08,5548.500000000001
2015-09-09,2999.1000000000004
2015-09-10,1158.8640000000003
2015-09-11,127.95
2015-09-12,1910.044
2015-09-13,1275.408
2015-09-14,3014.4320000000002
2015-09-15,133.436
2015-09-16,33.552
2015-09-17,820.523
2015-09-18,0.0
2015-09-19,3409.3130000000006
2015-09-20,4765.842000000001
2015-09-21,1670.3580000000002
2015-09-22,1240.266
2015-09-23,2003.063
2015-09-24,211.96
2015-09-25,354.88880000000006
2015-09-26,1326.79
2015-09-27,773.4399999999999
2015-09-28,490.29200000000003
2015-09-29,4918.032000000001
2015-09-30,982.8000000000002
2015-10-01,4.71
2015-10-02,598.144
2015-10-03,862.683
2015-10-04,728.7479999999999
2015-10-05,191.9
2015-10-06,494.71
2015-10-07,237.35999999999999
2015-10-08,147.392
2015-10-09,249.35999999999999
2015-10-10,2049.386
2015-10-11,1381.164
2015-10-12,58.53
2015-10-13,1704.308
2015-10-14,2478.0560000000005
2015-10-15,206.72400000000002
2015-10-16,194.322
2015-10-17,136.068
2015-10-18,2530.6420000000003
2015-10-19,641.104
2015-10-20,1501.104
2015-10-21,1356.602
2015-10-22,223.808
2015-10-23,0.0
2015-10-24,56.49
2015-10-25,103.882
2015-10-26,447.88
2015-10-27,22.32
2015-10-28,1510.5819999999999
2015-10-29,868.5360000000002
2015-10-30,0.0
2015-10-31,3916.8140000000003
2015-11-01,3256.3600000000006
2015-11-02,2117.126
2015-11-03,2629.8030000000003
2015-11-04,3492.4440000000004
2015-11-05,1405.1440000000002
2015-11-06,0.0
2015-11-07,1302.454
2015-11-08,333.576
2015-11-09,1574.094
2015-11-10,2002.556
2015-11-11,6480.488
2015-11-12,901.6492
2015-11-13,0.0
2015-11-14,992.4760000000001
2015-11-15,1780.822
2015-11-16,1355.9285
2015-11-17,4821.356000000001
2015-11-18,3406.855
2015-11-19,3232.7480000000005
2015-11-20,864.2960000000002
2015-11-21,1249.622
2015-11-22,1103.298
2015-11-23,1363.28
2015-11-24,4601.870000000001
2015-11-25,3660.3920000000003
2015-11-26,1705.99
2015-11-27,203.66
2015-11-28,2072.6560000000004
2015-11-29,649.044
2015-11-30,219.154
2015-12-01,3488.1820000000002
2015-12-02,1678.5640000000003
2015-12-03,505.88
2015-12-04,129.98
2015-12-05,2641.2940000000003
2015-12-06,1500.324
2015-12-07,548.4
2015-12-08,1095.12
2015-12-09,1233.352
2015-12-10,573.336
2015-12-11,0.0
2015-12-12,2118.2325
2015-12-13,293.152
2015-12-14,1432.374
2015-12-15,1264.466
2015-12-16,3229.195
2015-12-17,45.534
2015-12-18,0.0
2015-12-19,2407.576
2015-12-20,5195.342000000001
2015-12-21,1398.3560000000002
2015-12-22,798.968
2015-12-23,942.108
2015-12-24,1922.5020000000002
2015-12-25,0.0
2015-12-26,2041.414
2015-12-27,2810.3
2015-12-28,1735.8220000000001
2015-12-29,2072.096
2015-12-30,2172.6510000000003
2015-12-31,3573.3340000000003
2016-01-01,0.0
2016-01-02,1534.7720000000002
2016-01-03,1206.5
2016-01-04,264.46000000000004
2016-01-05,295.272
2016-01-06,31.538
2016-01-07,0.0
2016-01-08,0.0
2016-01-09,364.07
2016-01-10,790.6760000000002
2016-01-11,0.0
2016-01-12,747.496
2016-01-13,622.278
2016-01-14,0.0
2016-01-15,0.0
2016-01-16,0.0
2016-01-17,350.384
2016-01-18,0.0
2016-01-19,301.742
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-23,43.66
2016-01-24,13.12
2016-01-25,0.0
2016-01-26,182.72
2016-01-27,1560.0080000000003
2016-01-28,790.6760000000002
2016-01-29,0.0
2016-01-30,1032.3400000000001
2016-01-31,99.26
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,492.836
2016-02-04,0.0
2016-02-05,0.0
2016-02-06,1954.4
2016-02-07,324.10999999999996
2016-02-08,129.09199999999998
2016-02-09,785.5519999999999
2016-02-10,77.24
2016-02-11,0.0
2016-02-12,0.0
2016-02-13,0.0
2016-02-14,1079.962
2016-02-15,1602.38
2016-02-16,160.43
2016-02-17,0.0
2016-02-18,105.844
2016-02-19,0.0
2016-02-20,316.78000000000003
2016-02-21,839.7960000000002
2016-02-22,79.36
2016-02-23,37.775999999999996
2016-02-24,0.0
2016-02-25,25.869999999999997
2016-02-26,0.0
2016-02-27,1159.2710000000002
2016-02-28,551.264
2016-02-29,0.0
2016-03-01,1204.852
2016-03-02,899.5699999999999
2016-03-03,0.0
2016-03-04,0.0
2016-03-05,1969.267
2016-03-06,1225.9360000000001
2016-03-07,807.54
2016-03-08,2493.0420000000004
2016-03-09,478.008
2016-03-10,90.93199999999999
2016-03-11,0.0
2016-03-12,51.016000000000005
2016-03-13,1260.3960000000002
2016-03-14,707.9000000000001
2016-03-15,16.776
2016-03-16,1665.9360000000001
2016-03-17,48.84
2016-03-18,0.0
2016-03-19,2387.6720000000005
2016-03-20,102.52000000000001
2016-03-21,1098.9750000000001
2016-03-22,1784.1240000000003
2016-03-23,633.302
2016-03-24,412.95
2016-03-25,0.0
2016-03-26,131.16
2016-03-27,83.7
2016-03-28,243.344
2016-03-29,1182.8360000000002
2016-03-30,571.224
2016-03-31,200.716
2016-04-01,0.0
2016-04-02,299.22
2016-04-03,0.0
2016-04-04,1484.598
2016-04-05,2872.51
2016-04-06,140.004
2016-04-07,907.436
2016-04-08,0.0
2016-04-09,757.992
2016-04-10,169.54199999999997
2016-04-11,1328.346
2016-04-12,0.0
2016-04-13,3192.6780000000003
2016-04-14,35.208
2016-04-15,0.0
2016-04-16,3106.496
2016-04-17,2088.132
2016-04-18,1850.4660000000001
2016-04-19,329.96
2016-04-20,1194.726
2016-04-21,893.0899999999999
2016-04-22,152.916
2016-04-23,0.0
2016-04-24,25.99
2016-04-25,920.946
2016-04-26,2048.8455000000004
2016-04-27,1653.4920000000004
2016-04-28,1022.0680000000002
2016-04-29,7.968
2016-04-30,1339.401
2016-05-01,450.94
2016-05-02,167.232
2016-05-03,2145.32
2016-05-04,965.6940000000002
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,305.622
2016-05-08,1972.7
2016-05-09,48.81
2016-05-10,154.442
2016-05-11,191.968
2016-05-12,1060.35
2016-05-13,238.384
2016-05-14,2813.9555
2016-05-15,69.908
2016-05-16,255.968
2016-05-17,47.368
2016-05-18,10.86
2016-05-19,0.0
2016-05-20,169.54399999999998
2016-05-21,72.332
2016-05-22,1679.4540000000002
2016-05-23,1245.132
2016-05-24,610.3069999999999
2016-05-25,1684.3660000000002
2016-05-26,982.5640000000001
2016-05-27,0.0
2016-05-28,794.146
2016-05-29,1119.786
2016-05-30,681.1
2016-05-31,2784.7900000000004
2016-06-01,834.1980000000001
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,993.0160000000002
2016-06-05,801.2360000000001
2016-06-06,0.0
2016-06-07,59.768
2016-06-08,145.504
2016-06-09,797.116
2016-06-10,0.0
2016-06-11,2794.3720000000003
2016-06-12,174.476
2016-06-13,1019.6040000000002
2016-06-14,51.072
2016-06-15,734.144
2016-06-16,1184.2040000000002
2016-06-17,0.0
2016-06-18,1883.087
2016-06-19,446.346
2016-06-20,829.544
2016-06-21,107.976
2016-06-22,1586.3120000000004
2016-06-23,836.9580000000001
2016-06-24,0.0
2016-06-25,857.08
2016-06-26,1410.9920000000002
2016-06-27,0.0
2016-06-28,1126.156
2016-06-29,432.92600000000004
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,1631.902
2016-07-03,823.982
2016-07-04,829.0040000000001
2016-07-05,121.646
2016-07-06,1379.812
2016-07-07,0.0
2016-07-08,21.12
2016-07-09,1587.114
2016-07-10,43.286
2016-07-11,1941.952
2016-07-12,2052.567
2016-07-13,892.8920000000002
2016-07-14,860.9159999999999
2016-07-15,0.0
2016-07-16,2471.358
2016-07-17,448.082
2016-07-18,525.72
2016-07-19,2.025
2016-07-20,2529.8900000000003
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,208.272
2016-07-24,525.95
2016-07-25,2395.024
2016-07-26,958.857
2016-07-27,29.97
2016-07-28,0.0
2016-07-29,0.0
2016-07-30,443.802
2016-07-31,1893.0820000000003
2016-08-01,797.3960000000002
2016-08-02,1290.478
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,72.65
2016-08-06,494.86920000000003
2016-08-07,968.206
2016-08-08,760.1120000000001
2016-08-09,4262.226000000001
2016-08-10,851.4739999999999
2016-08-11,196.112
2016-08-12,0.0
2016-08-13,586.896
2016-08-14,0.0
2016-08-15,497.59000000000003
2016-08-16,2289.648
2016-08-17,381.64
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,2827.52
2016-08-22,66.632
2016-08-23,1202.278
2016-08-24,4568.586
2016-08-25,178.52599999999998
2016-08-26,0.0
2016-08-27,639.9739999999999
2016-08-28,4071.0510000000004
2016-08-29,246.5
2016-08-30,0.0
2016-08-31,1839.6420000000003
2016-09-01,1900.1720000000003
2016-09-02,0.0
2016-09-03,1874.898
2016-09-04,1071.284
2016-09-05,934.1030000000001
2016-09-06,919.674
2016-09-07,2921.379
2016-09-08,89.64
2016-09-09,0.0
2016-09-10,1415.726
2016-09-11,1962.13
2016-09-12,707.824
2016-09-13,1383.8960000000002
2016-09-14,2850.5140000000006
2016-09-15,2258.3820000000005
2016-09-16,31.12
2016-09-17,4580.9800000000005
2016-09-18,3455.0660000000003
2016-09-19,500.38
2016-09-20,1256.9640000000002
2016-09-21,5829.862000000001
2016-09-22,1783.504
2016-09-23,0.0
2016-09-24,3164.4820000000004
2016-09-25,2670.5690000000004
2016-09-26,3398.549
2016-09-27,1301.7540000000001
2016-09-28,1058.364
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,1158.414
2016-10-02,1269.266
2016-10-03,275.218
2016-10-04,505.58
2016-10-05,851.092
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,222.12
2016-10-09,2133.5350000000003
2016-10-10,844.0520000000001
2016-10-11,844.9940000000001
2016-10-12,2282.2980000000002
2016-10-13,371.65999999999997
2016-10-14,0.0
2016-10-15,1556.8000000000002
2016-10-16,790.6760000000002
2016-10-17,77.88
2016-10-18,378.494
2016-10-19,1285.066
2016-10-20,720.086
2016-10-21,0.0
2016-10-22,15.128
2016-10-23,2210.6200000000003
2016-10-24,831.145
2016-10-25,1425.412
2016-10-26,1395.333
2016-10-27,0.0
2016-10-28,104.51
2016-10-29,244.24
2016-10-30,1876.92
2016-10-31,2705.8450000000003
2016-11-01,2496.852
2016-11-02,3449.7410000000004
2016-11-03,1720.5300000000002
2016-11-04,0.0
2016-11-05,834.874
2016-11-06,11.481
2016-11-07,2518.264
2016-11-08,4729.649
2016-11-09,2746.0900000000006
2016-11-10,3532.07
2016-11-11,542.178
2016-11-12,1127.992
2016-11-13,2867.9132
2016-11-14,2384.1120000000005
2016-11-15,702.17
2016-11-16,3863.05
2016-11-17,3352.762
2016-11-18,0.0
2016-11-19,969.7000000000002
2016-11-20,2861.15
2016-11-21,3151.5468
2016-11-22,614.499
2016-11-23,1615.7440000000001
2016-11-24,1218.7640000000001
2016-11-25,13.12
2016-11-26,1484.0819999999999
2016-11-27,3109.7835
2016-11-28,1864.482
2016-11-29,2443.934
2016-11-30,1798.3970000000002
2016-12-01,2908.6300000000006
2016-12-02,0.0
2016-12-03,1972.645
2016-12-04,3369.358
2016-12-05,897.322
2016-12-06,4487.790000000001
2016-12-07,1338.298
2016-12-08,1745.0040000000001
2016-12-09,34.02
2016-12-10,3059.7880000000005
2016-12-11,1590.894
2016-12-12,1448.854
2016-12-13,1023.386
2016-12-14,488.744
2016-12-15,3141.5600000000004
2016-12-16,4.98
2016-12-17,1918.492
2016-12-18,935.288
2016-12-19,3923.7600000000007
2016-12-20,1107.464
2016-12-21,2430.0660000000003
2016-12-22,473.313
2016-12-23,194.32
2016-12-24,3282.148
2016-12-25,3742.4600000000005
2016-12-26,561.486
2016-12-27,4390.1332
2016-12-28,79.2
2016-12-29,0.0
2016-12-30,1493.4560000000001
2016-12-31,1381.344
2017-01-01,0.0
2017-01-02,405.91999999999996
2017-01-03,1293.6560000000002
2017-01-04,899.9280000000001
2017-01-05,255.904
2017-01-06,0.0
2017-01-07,83.576
2017-01-08,1083.9540000000002
2017-01-09,743.0459999999999
2017-01-10,174.75
2017-01-11,149.444
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,405.344
2017-01-15,701.923
2017-01-16,102.21799999999999
2017-01-17,1040.55
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,0.0
2017-01-21,944.2440000000001
2017-01-22,917.63
2017-01-23,958.6860000000001
2017-01-24,31.36
2017-01-25,858.712
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,39.68
2017-01-29,0.0
2017-01-30,2458.0240000000003
2017-01-31,1121.24
2017-02-01,161.97
2017-02-02,1037.5100000000002
2017-02-03,790.6760000000002
2017-02-04,197.868
2017-02-05,2994.476
2017-02-06,132.224
2017-02-07,762.142
2017-02-08,1032.1760000000002
2017-02-09,121.83
2017-02-10,0.0
2017-02-11,69.93
2017-02-12,806.5960000000001
2017-02-13,146.82
2017-02-14,837.921
2017-02-15,407.072
2017-02-16,1135.638
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,392.65999999999997
2017-02-20,16.496
2017-02-21,1524.126
2017-02-22,983.17
2017-02-23,57.576
2017-02-24,0.0
2017-02-25,46.72
2017-02-26,0.0
2017-02-27,243.892
2017-02-28,147.584
2017-03-01,2130.6360000000004
2017-03-02,0.0
2017-03-03,4125.026
2017-03-04,315.45
2017-03-05,162.344
2017-03-06,811.303
2017-03-07,21.072
2017-03-08,1617.526
2017-03-09,635.6
2017-03-10,1944.5740000000003
2017-03-11,896.0219999999999
2017-03-12,1694.6419999999998
2017-03-13,4744.968
2017-03-14,669.3679999999999
2017-03-15,1244.6360000000002
2017-03-16,0.0
2017-03-17,2068.2360000000003
2017-03-18,980.5580000000002
2017-03-19,138.68
2017-03-20,928.311
2017-03-21,645.7059999999999
2017-03-22,226.46800000000002
2017-03-23,0.0
2017-03-24,745.774
2017-03-25,850.1960000000001
2017-03-26,682.246
2017-03-27,92.69999999999999
2017-03-28,125.30000000000001
2017-03-29,2583.8390000000004
2017-03-30,11.34
2017-03-31,640.762
2017-04-01,1634.6640000000002
2017-04-02,790.6760000000002
2017-04-03,441.198
2017-04-04,970.194
2017-04-05,1046.3339999999998
2017-04-06,790.6760000000002
2017-04-07,1491.0020000000002
2017-04-08,2608.288
2017-04-09,1115.197
2017-04-10,950.594
2017-04-11,0.0
2017-04-12,1542.53
2017-04-13,6.12
2017-04-14,1323.7120000000002
2017-04-15,1870.9640000000002
2017-04-16,1025.832
2017-04-17,421.08500000000004
2017-04-18,1750.2780000000002
2017-04-19,1414.132
2017-04-20,0.0
2017-04-21,271.616
2017-04-22,1283.5110000000002
2017-04-23,720.368
2017-04-24,1072.016
2017-04-25,108.42
2017-04-26,434.646
2017-04-27,0.0
2017-04-28,486.672
2017-04-29,0.0
2017-04-30,142.208
2017-05-01,517.866
2017-05-02,767.316
2017-05-03,1099.013
2017-05-04,0.0
2017-05-05,1806.076
2017-05-06,236.96
2017-05-07,1626.702
2017-05-08,1124.8640000000003
2017-05-09,1217.5320000000002
2017-05-10,763.0200000000001
2017-05-11,5.98
2017-05-12,918.878
2017-05-13,0.0
2017-05-14,455.93
2017-05-15,648.9119999999999
2017-05-16,880.4599999999999
2017-05-17,346.922
2017-05-18,122.22
2017-05-19,1582.008
2017-05-20,1640.1050000000002
2017-05-21,1112.4900000000002
2017-05-22,1799.2
2017-05-23,1762.4260000000004
2017-05-24,277.756
2017-05-25,834.9960000000002
2017-05-26,1975.356
2017-05-27,2084.1620000000003
2017-05-28,2137.324
2017-05-29,873.9110000000002
2017-05-30,5356.526000000001
2017-05-31,438.85900000000004
2017-06-01,0.0
2017-06-02,157.844
2017-06-03,0.0
2017-06-04,1757.3490000000002
2017-06-05,659.82
2017-06-06,3244.1
2017-06-07,51.562
2017-06-08,0.0
2017-06-09,1688.4720000000002
2017-06-10,867.3920000000002
2017-06-11,1511.38
2017-06-12,2745.26
2017-06-13,430.43800000000005
2017-06-14,2629.7930000000006
2017-06-15,173.488
2017-06-16,147.27499999999998
2017-06-17,3000.92
2017-06-18,541.938
2017-06-19,17.12
2017-06-20,1229.548
2017-06-21,577.108
2017-06-22,0.0
2017-06-23,2358.9320000000002
2017-06-24,1624.8280000000002
2017-06-25,893.266
2017-06-26,1919.6000000000001
2017-06-27,778.7059999999999
2017-06-28,877.156
2017-06-29,191.88
2017-06-30,876.7660000000002
2017-07-01,1015.1020000000002
2017-07-02,772.786
2017-07-03,847.6999999999999
2017-07-04,1162.8120000000001
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,1872.9470000000001
2017-07-08,2510.264
2017-07-09,573.286
2017-07-10,895.895
2017-07-11,0.0
2017-07-12,95.76
2017-07-13,0.0
2017-07-14,2149.96
2017-07-15,380.2
2017-07-16,910.17
2017-07-17,2184.88
2017-07-18,2828.1820000000002
2017-07-19,1536.454
2017-07-20,89.95
2017-07-21,991.095
2017-07-22,1192.8740000000003
2017-07-23,654.587
2017-07-24,326.964
2017-07-25,2690.6040000000003
2017-07-26,0.0
2017-07-27,0.0
2017-07-28,1454.2860000000003
2017-07-29,819.154
2017-07-30,1524.828
2017-07-31,2101.706
2017-08-01,875.5960000000002
2017-08-02,482.584
2017-08-03,248.82
2017-08-04,497.90999999999997
2017-08-05,197.05
2017-08-06,320.38800000000003
2017-08-07,179.97
2017-08-08,1115.204
2017-08-09,661.3539999999999
2017-08-10,0.0
2017-08-11,151.82
2017-08-12,2542.3485000000005
2017-08-13,731.524
2017-08-14,923.688
2017-08-15,1680.2659999999998
2017-08-16,204.54000000000002
2017-08-17,15.712
2017-08-18,496.114
2017-08-19,448.792
2017-08-20,14.78
2017-08-21,2104.1220000000003
2017-08-22,405.35
2017-08-23,3890.3
2017-08-24,0.0
2017-08-25,0.0
2017-08-26,3827.7980000000002
2017-08-27,767.9110000000001
2017-08-28,322.0248
2017-08-29,632.188
2017-08-30,1656.8700000000001
2017-08-31,23.968
2017-09-01,2201.6600000000003
2017-09-02,5488.169000000001
2017-09-03,2014.8020000000001
2017-09-04,1707.812
2017-09-05,4267.4890000000005
2017-09-06,1313.536
2017-09-07,0.0
2017-09-08,2888.3940000000002
2017-09-09,84.992
2017-09-10,2094.324
2017-09-11,3036.0800000000004
2017-09-12,1775.3480000000002
2017-09-13,1828.9660000000001
2017-09-14,1137.338
2017-09-15,1712.5760000000005
2017-09-16,425.88599999999997
2017-09-17,2043.126
2017-09-18,4535.934
2017-09-19,2942.1140000000005
2017-09-20,1232.004
2017-09-21,0.0
2017-09-22,418.062
2017-09-23,1322.145
2017-09-24,2286.05
2017-09-25,2384.003
2017-09-26,2698.1665
2017-09-27,1616.0890000000004
2017-09-28,99.136
2017-09-29,1203.0280000000002
2017-09-30,525.884
2017-10-01,781.414
2017-10-02,1743.698
2017-10-03,1556.2360000000003
2017-10-04,1303.5480000000002
2017-10-05,0.0
2017-10-06,830.4000000000001
2017-10-07,926.7880000000001
2017-10-08,561.5360000000001
2017-10-09,546.92
2017-10-10,252.36100000000002
2017-10-11,33.064
2017-10-12,0.0
2017-10-13,1650.618
2017-10-14,2175.5600000000004
2017-10-15,1542.236
2017-10-16,142.182
2017-10-17,1816.4320000000002
2017-10-18,307.92
2017-10-19,0.0
2017-10-20,946.174
2017-10-21,3878.7280000000005
2017-10-22,188.28
2017-10-23,467.42199999999997
2017-10-24,1365.498
2017-10-25,783.96
2017-10-26,0.0
2017-10-27,978.7900000000001
2017-10-28,2607.217
2017-10-29,131.154
2017-10-30,159.002
2017-10-31,2842.5110000000004
2017-11-01,453.374
2017-11-02,0.0
2017-11-03,3439.7280000000005
2017-11-04,3803.194
2017-11-05,4028.458
2017-11-06,773.2560000000001
2017-11-07,2998.0040000000004
2017-11-08,993.9000000000001
2017-11-09,479.97
2017-11-10,4632.224
2017-11-11,3056.032
2017-11-12,3484.414
2017-11-13,1455.854
2017-11-14,2364.762
2017-11-15,1919.602
2017-11-16,36.72
2017-11-17,142.684
2017-11-18,3102.4040000000005
2017-11-19,638.462
2017-11-20,2916.079
2017-11-21,1176.891
2017-11-22,317.044
2017-11-23,100.61599999999999
2017-11-24,5071.178000000001
2017-11-25,3491.3080000000004
2017-11-26,3464.4310000000005
2017-11-27,1305.769
2017-11-28,2620.4040000000005
2017-11-29,300.592
2017-11-30,970.142
2017-12-01,5544.791
2017-12-02,3395.8920000000003
2017-12-03,4410.542
2017-12-04,944.2860000000001
2017-12-05,3977.77
2017-12-06,2681.906
2017-12-07,0.0
2017-12-08,3771.2390000000005
2017-12-09,1589.2990000000002
2017-12-10,2819.0060000000003
2017-12-11,5761.5160000000005
2017-12-12,1874.0449999999998
2017-12-13,870.4920000000002
2017-12-14,828.654
2017-12-15,1774.8230000000003
2017-12-16,628.5419999999999
2017-12-17,1870.2260000000003
2017-12-18,5767.838000000001
2017-12-19,815.1120000000001
2017-12-20,134.54
2017-12-21,0.0
2017-12-22,991.0840000000002
2017-12-23,4720.035000000001
2017-12-24,1929.3760000000002
2017-12-25,5897.863
2017-12-26,1717.382
2017-12-27,904.6780000000001
2017-12-28,0.0
2017-12-29,1277.68
2017-12-30,773.774
2017-12-31,731.768
2018-01-01,1481.8280000000002
2018-01-02,1956.8000000000002
2018-01-03,838.6760000000002
2018-01-04,0.0
2018-01-05,0.0
2018-01-06,33.74
2018-01-07,1126.284
2018-01-08,790.6760000000002
2018-01-09,274.491
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,848.52
2018-01-13,1245.9560000000001
2018-01-14,697.338
2018-01-15,1006.7960000000002
2018-01-16,1577.0080000000003
