Date,Sales,Z_Score,Anomaly_Z,Rolling_Mean,Rolling_Std,Anomaly_Rolling,Anomaly_IForest,IForest_Score,Anomaly_Vote_Count,Is_Anomaly
2016-11-21,14900.3788,1.5277383173564865,0,11758.7915625,4040.5478492839716,0,0,0.10446372098177259,0,0
2016-11-28,9920.4745,0.4557172009646319,0,12508.2504375,3161.654698659059,0,0,0.1708269464212342,0,0
2016-12-05,13390.286000000002,1.2026615143120383,0,13013.125062500001,2558.6790812824224,0,0,0.1393283690800819,0,0
2016-12-12,13704.648000000001,1.2703340401055914,0,12602.9139625,3122.6301163309085,0,0,0.14508705672068017,0,0
2016-12-19,11436.210000000001,0.7820087047721983,0,10906.6714375,3480.6507474647583,0,0,0.12725960824576976,0,0
2016-12-26,11791.257000000001,0.8584394669680862,0,9235.8339625,4381.360081951385,0,0,0.09722609810364768,0,0
2017-01-02,7750.0532,-0.011508136089869296,0,8478.413400000001,4754.000584673324,0,0,0.1731561927057919,0,0
2017-01-09,4360.064,-0.7412691491158283,0,7228.09965,4590.1365031936475,0,0,0.17531626235665226,0,0
2017-01-16,1533.679,-1.3497034122106415,0,6319.514150000001,3771.3781357044463,0,0,0.08028242050126799,0,0
2017-01-23,3861.11,-0.8486786879112188,0,5257.424650000001,3290.304767521079,0,0,0.1807828546883941,0,0
2017-01-30,3387.7760000000003,-0.9505730241349533,0,4132.2409,2037.249576753705,0,0,0.16815481646025776,0,0
2017-02-06,6435.964000000001,-0.2943913576052864,0,3520.41975,1444.1825296611714,1,0,0.21024707523595632,1,0
2017-02-13,2939.494,-1.0470744308182853,0,3936.9546250000003,2067.1434041571256,0,0,0.1510366076788649,0,0
2017-02-20,2789.787,-1.079301770060864,0,5189.54525,3153.445010363786,0,0,0.1636885269924232,0,0
2017-02-27,2855.484,-1.0651592148949753,0,5460.630125,3115.924107457854,0,0,0.15603445938502347,0,0
2017-03-06,7692.343,-0.023931377442358272,0,5442.544375,3130.0621749116876,0,0,0.1678377292670043,0,0
2017-03-13,11554.404,0.8074522587438717,0,5416.52125,3121.4767057636545,0,0,0.12304579478015787,0,0
2017-03-20,6029.789000000001,-0.38182841476930895,0,6170.620125,3165.975108528113,0,0,0.21567473095261602,0,0
2017-03-27,3243.09,-0.9817194956135864,0,6595.677125,2860.7879415811094,0,0,0.17624833564532832,0,0
2017-04-03,6227.779,-0.3392072220619666,0,7052.731750000001,2438.838498758251,0,0,0.20749265461672678,0,0
2017-04-10,8972.285,0.2516009960927763,0,6302.4153750000005,3058.560374570414,0,0,0.12894199880686175,0,0
2017-04-17,6190.243,-0.3472875750568795,0,5690.73125,2237.1994655394433,0,0,0.21176730909111302,0,0
2017-04-24,6511.921,-0.2780401381776811,0,5438.289125,2306.347275310314,0,0,0.21136352814311865,0,0
2017-05-01,1689.812,-1.3160927516673036,0,5968.3285,2215.230723607179,0,0,0.09218465569364465,0,0
2017-05-08,6660.9310000000005,-0.24596284172169286,0,6433.097500000001,2628.8687249423547,0,0,0.2092939677756263,0,0
2017-05-15,4010.2520000000004,-0.8165729758916295,0,6357.8616250000005,2553.34603952506,0,0,0.1896807216184292,0,0
2017-05-22,7483.405000000001,-0.0689093397732168,0,6847.602000000001,2872.404513030958,0,0,0.15058944115077932,0,0
2017-05-29,9945.931,0.4611972069859182,0,6901.233375,2869.245282385202,0,0,0.17661279200767577,0,0
2017-06-05,8370.398000000001,0.12203312996295072,0,7765.417125,1978.1494879729366,0,0,0.1552708932963866,0,0
2017-06-12,10108.166000000001,0.4961214415375407,0,7602.812750000001,2129.5769676921336,0,0,0.14867899146765545,0,0
2017-06-19,6940.972000000001,-0.18567857773383037,0,7978.431750000001,1606.0493082904559,0,0,0.1783367836595242,0,0
2017-06-26,8603.282000000001,0.1721659338543429,0,7758.127375,1793.5826315333288,0,0,0.1671404518199508,0,0
2017-07-03,5360.0960000000005,-0.5259928392743763,0,7467.39925,1561.8191339420184,0,0,0.21407621799304405,0,0
2017-07-10,7015.204,-0.16969869805782956,0,7494.92175,1581.8170793621118,0,0,0.16246260851872252,0,0
2017-07-17,5720.97,-0.4483077021610399,0,6581.69075,1928.529212986629,0,0,0.21548414729439347,0,0
2017-07-24,7620.106000000001,-0.03948179462302528,0,6479.811562500001,1928.3659486508634,0,0,0.1743903418831958,0,0
2017-07-31,8590.578000000001,0.16943115112716442,0,6024.9420625,1779.3452374551596,0,0,0.16970639083018846,0,0
2017-08-07,2802.318,-1.0766042289435562,0,6506.6030375,2071.2538778750545,0,0,0.1677488677617624,0,0
2017-08-14,6125.9385,-0.3611303675537193,0,7345.386162500001,3300.5528148542057,0,0,0.21348795082293792,0,0
2017-08-21,4964.326,-0.6111900181106051,0,8340.866787500001,3889.1298862383533,0,0,0.20025601309207414,0,0
2017-08-28,9213.3838,0.3035021952256063,0,9070.750287500001,4264.354784965051,0,0,0.14644243027277798,0,0
2017-09-04,13725.469000000001,1.2748161647248124,0,9319.975287500001,4290.465355142482,0,0,0.1358310336424886,0,0
2017-09-11,13684.815000000002,1.2660646016745358,0,10053.112475000002,3433.0891424309766,0,0,0.14456293797883096,0,0
2017-09-18,13459.174,1.2174909942010397,0,10003.048662500001,3500.79202919659,0,0,0.14992074592240578,0,0
2017-09-25,10584.378,0.5986353231555464,0,10107.0105375,3338.363690998195,0,0,0.18986729639215005,0,0
2017-10-02,8667.415500000001,0.18597191528015403,0,9905.957062500001,3446.551757042278,0,0,0.1627444785872479,0,0
2017-10-09,5725.428000000001,-0.4473480310812411,0,8943.476062500002,3299.532698778148,0,0,0.21548414729439347,0,0
2017-10-16,5796.021,-0.4321515168290598,0,9150.4393125,3670.492978362905,0,0,0.21647593050388986,0,0
2017-10-23,7604.956000000001,-0.04274312635450779,0,9605.5923125,4428.5916082381045,0,0,0.16628213958639015,0,0
2017-10-30,6025.621,-0.38272565771695394,0,9672.6341875,4449.535735003408,0,0,0.21583188614940518,0,0
2017-11-06,15340.521,1.622487474004972,0,10455.111875,4785.257020346932,0,0,0.09537536525137857,0,0
2017-11-13,17100.398,2.0013351772133148,1,12012.764500000001,5046.7428875594105,0,0,0.06475233684830606,1,0
2017-11-20,11120.713,0.7140918481855603,0,13863.353875,5154.681684408533,0,0,0.14724554086684788,0,0
2017-11-27,14927.237000000001,1.5335200665254969,0,14614.561875000001,4509.910036760215,0,0,0.10650967041551196,0,0
2017-12-04,18186.649,2.2351718012829314,1,15672.3605,2919.6288010660064,0,0,0.09199083711409606,1,0
2017-12-11,20600.736,2.754850912547592,1,14615.684125,4272.965105574877,0,1,-0.07616275223524316,2,1
2017-12-18,13614.62,1.2509537646519995,0,13071.406375,5344.725744532596,0,0,0.1508166881908765,0,0
2017-12-25,14488.010000000002,1.438967924451312,0,12190.454875,6221.143023197512,0,0,0.07236044839897693,0,0
2018-01-01,6887.110000000001,-0.1972734192995806,0,11384.095625000002,6233.791826366201,0,0,0.1924967906984444,0,0
2018-01-08,4746.176,-0.6581510423497421,0,9519.902250000001,6138.088038646258,0,0,0.1876406901645748,0,0
2018-01-15,4073.101,-0.8030435080373755,0,7672.0830000000005,4265.06140903642,0,0,0.19179976105717567,0,0
2018-01-22,8476.363000000001,0.1448441541825252,0,6342.040125,3778.4873122629156,0,0,0.1546929763895551,0,0
2018-01-29,3273.102,-0.9752588297439326,0,5329.7118,1904.3450941399572,0,0,0.1825520168109997,0,0
2018-02-05,5818.182000000001,-0.42738093118540377,0,5085.46555,1798.4216038795132,0,0,0.21613230931280264,0,0
2018-02-12,2974.277,-1.039586714539991,0,5076.93455,1800.4217398525873,0,0,0.14572956154910072,0,0
2018-02-19,6389.383400000001,-0.30441873640736555,0,5296.633675,1767.3611870117602,0,0,0.2134729073268095,0,0
2018-02-26,4933.14,-0.6179034102807711,0,5471.092175,2152.906836052913,0,0,0.19646002528395334,0,0
2018-03-05,4677.928,-0.6728427498091629,0,6381.431925000001,2586.7410128951246,0,0,0.173570474139221,0,0
2018-03-12,5830.694,-0.4246874801870995,0,6966.27815,2945.2745684010383,0,0,0.2158998574385404,0,0
2018-03-19,9872.031,0.4452887967577623,0,7501.264837500001,2466.333854126083,0,0,0.16878887587556596,0,0
2018-03-26,10555.820000000002,0.5924876590243465,0,7242.000912500001,2698.045496999419,0,0,0.1951000133779135,0,0
2018-04-02,10496.9518,0.5798151356820848,0,7376.4956625,2591.211705066406,0,0,0.19205011393826227,0,0
2018-04-09,7254.1705,-0.1182565179118668,0,7444.9874875000005,2515.8376282776744,0,0,0.1606276419790038,0,0
2018-04-16,4315.272,-0.7509114970311135,0,7958.9332125,2558.5536281275595,0,0,0.18848075812827159,0,0
2018-04-23,6009.098,-0.38628255436377157,0,7974.1157125,2571.8535521437893,0,0,0.2122390481853969,0,0
2018-04-30,5225.8626,-0.5548891856007655,0,7874.2607124999995,2470.8198386963836,0,0,0.20563559020509448,0,0
2018-05-07,9942.2598,0.4604069098867353,0,7224.5511125,2363.7052357788725,0,0,0.17638746805573624,0,0
2018-05-14,9993.491,0.47143542065914,0,6951.82635,2482.6737495034886,0,0,0.16702715175243799,0,0
2018-05-21,9756.98,0.4205218345769829,0,7227.29685,2260.6730761593744,0,0,0.14415628826541277,0,0
2018-05-28,5299.275,-0.5390857407423965,0,7709.32685,2372.18791729297,0,0,0.21161818534955412,0,0
2018-06-04,5072.3724,-0.5879309321177034,0,7895.520025,2201.7481825871246,0,0,0.20586118828923822,0,0
2018-06-11,6519.036,-0.276508496245701,0,8409.650575,3060.649347842639,0,0,0.21013138783613666,0,0
2018-06-18,9865.338000000002,0.44384799852153717,0,8484.2412,3111.6101941710667,0,0,0.16944150730127155,0,0
2018-06-25,6715.408,-0.23423560946189242,0,8105.069075000001,3119.1719784616544,0,0,0.2101605404215145,0,0
2018-07-02,14055.304200000002,1.3458195973267866,0,8751.4447,2987.6882500934194,0,0,0.08019523712323151,0,0
2018-07-09,10590.216,0.5998920660366285,0,8919.971650000001,2781.4199062072375,0,0,0.1887104407086735,0,0
2018-07-16,6723.603,-0.2324714765549948,0,8775.52015,2948.890497579016,0,0,0.2093729333791785,0,0
2018-07-23,10470.28,0.5740735127331899,0,8690.8904,2922.745110549562,0,0,0.18700882661540436,0,0
2018-07-30,6420.588000000001,-0.2977013402259648,0,9205.479900000002,2887.4359524787205,0,0,0.2150302601674154,0,0
2018-08-06,5363.424000000001,-0.5252764226405562,0,9010.151875000001,2545.0419338513616,0,0,0.21382422821866143,0,0
2018-08-13,9188.300000000001,0.298102420117609,0,9333.70275,2912.6016020677603,0,0,0.15010573003953903,0,0
2018-08-20,10832.124000000002,0.65196746118511,0,10418.318500000001,3379.885164746798,0,0,0.17553172908973796,0,0
2018-08-27,12492.68,1.009434390208463,0,11304.340875000002,4220.087799668584,0,0,0.08761312206681493,0,0
2018-09-03,13178.623,1.1570969428083548,0,12864.839125,4457.6619490271805,0,0,0.12369934649304526,0,0
2018-09-10,15400.529000000002,1.6354053614335404,0,13165.580125,3929.0938492490613,0,0,0.08965483652652195,0,0
2018-09-17,17558.459000000003,2.099941703566757,1,13407.012375,3702.600708713243,0,0,0.0707854618367314,1,0
2018-09-24,18904.574,2.38971910051228,1,13357.07625,3744.7427100194805,0,0,0.016729319729727132,1,0
2018-10-01,7769.352,-0.007353694583629374,0,13382.8359,3738.6510242473855,0,0,0.17126035025172937,0,0
2018-10-08,11119.758000000002,0.7138862658882956,0,12525.116150000002,4501.48161105306,0,0,0.14724554086684788,0,0
2018-10-15,10432.635,0.5659696953713639,0,12849.52215,4820.515294293629,0,0,0.17527879157503784,0,0
2018-10-22,12698.757200000002,1.053796509779096,0,12883.574274999999,4859.337072092938,0,0,0.09177722745586281,0,0
2018-10-29,6316.865000000001,-0.320029730403164,0,12962.88465,4975.4366497708315,0,0,0.2073900706723354,0,0
2018-11-05,17995.777000000002,2.194082896315833,1,14107.393525000001,4652.71830316359,0,0,0.12619674787620105,1,0
2018-11-12,17830.876,2.1585847534872378,1,15869.217025000002,5869.29983839157,0,0,0.10322906044488478,1,0
2018-11-19,19539.057,2.5263038886961926,1,17035.590775,5553.214406530449,0,1,-0.0020832409380725503,2,1
2018-11-26,16925.423000000003,1.96366841023535,0,16586.17325,6075.275163193548,0,0,0.055539897523030346,0,0
2018-12-03,25214.346,3.7480200669822716,1,18042.810375,4437.576942098298,0,1,-0.19447145287711065,2,1
2018-12-10,19763.625,2.574646512080719,1,16863.421725,5562.961426018268,0,1,-0.010272942510833993,2,1
2018-12-17,9103.417000000001,0.2798297058361941,0,16725.213971428573,5993.831569974304,0,0,0.14169945602834866,0,0
2018-12-24,17969.962000000003,2.1885257162070397,1,16256.240133333335,6423.686947244192,0,0,0.12974972930859807,1,0
2018-12-31,8560.667800000001,0.16299239968459076,0,16122.40356,7172.541445159602,0,0,0.1597043591172026,0,0
