Date,Sales,Z_Score,Anomaly_Z,Rolling_Mean,Rolling_Std,Anomaly_Rolling,Anomaly_IForest,IForest_Score,Anomaly_Vote_Count,Is_Anomaly
2015-01-21,0.0,-0.905702327454283,0,351.1384285714285,660.361208470813,0,0,0.21916211729669638,0,0
2015-01-22,0.0,-0.905702327454283,0,346.9932857142858,662.4947257100271,0,0,0.21916211729669638,0,0
2015-01-23,40.08,-0.8732508623888411,0,336.28257142857143,667.1214059153081,0,0,0.12965100250301936,0,0
2015-01-24,0.0,-0.905702327454283,0,332.0351428571429,667.55957995475,0,0,0.21916211729669638,0,0
2015-01-25,0.0,-0.905702327454283,0,352.79699999999997,660.9256102782612,0,0,0.21916211729669638,0,0
2015-01-26,1097.25,-0.01729489125028363,0,381.6567142857143,656.1899783998331,0,0,0.14946269541488222,0,0
2015-01-27,426.67,-0.5602415839544785,0,369.73185714285717,657.7649903261399,0,0,0.13230210533926978,0,0
2015-01-28,3.928,-0.9025219543311029,0,205.48228571428572,305.45351704874855,0,0,0.1402203423694649,0,0
2015-01-29,0.0,-0.905702327454283,0,215.08114285714285,300.57203509791236,0,0,0.21916211729669638,0,0
2015-01-30,240.5,-0.7109773437157897,0,215.08114285714285,300.57203509791236,0,0,0.15117650700947222,0,0
2015-01-31,290.666,-0.6703595743427118,0,235.82628571428572,297.5722222777124,0,0,0.14141103296680707,0,0
2015-02-01,468.9,-0.5260493342111249,0,248.7062857142857,290.39553215556134,0,0,0.14802185915374583,0,0
2015-02-02,211.64600000000002,-0.7343394837606566,0,249.7462857142857,289.46088754080694,0,0,0.15777964796903382,0,0
2015-02-03,97.11200000000001,-0.8270739173885343,0,171.3712857142857,163.46078408946423,0,0,0.1332772286808233,0,0
2015-02-04,134.38400000000001,-0.7968959980791741,0,140.89485714285715,151.54077121602234,0,0,0.14761529985034638,0,0
2015-02-05,0.0,-0.905702327454283,0,253.31828571428574,408.34477264183477,0,0,0.21916211729669638,0,0
2015-02-06,330.512,-0.6380975714236098,0,262.5731428571429,403.6025977157491,0,0,0.14052431234263518,0,0
2015-02-07,180.32,-0.7597031213514759,0,245.39457142857145,409.68672128491846,0,0,0.1609578162606733,0,0
2015-02-08,14.56,-0.8939135716820067,0,265.8274285714286,419.14268866189826,0,0,0.12456837232395235,0,0
2015-02-09,0.0,-0.905702327454283,0,233.8602857142857,419.52968119209703,0,0,0.21916211729669638,0,0
2015-02-10,0.0,-0.905702327454283,0,219.38842857142862,423.8273955193611,0,0,0.21916211729669638,0,0
2015-02-11,1577.8560000000002,0.37183606731363483,0,216.32385714285715,424.9332220960145,1,0,0.1618400722552843,1,0
2015-02-12,129.568,-0.8007953557576963,0,209.42385714285714,427.14463075094636,0,0,0.15081044888246753,0,0
2015-02-13,0.0,-0.905702327454283,0,209.42385714285714,427.14463075094636,0,0,0.21916211729669638,0,0
2015-02-14,576.726,-0.43874614877833157,0,192.6437142857143,426.6359235571358,0,0,0.1375769883074433,0,0
2015-02-15,21.36,-0.8884078340960535,0,180.39585714285718,429.46880086520036,0,0,0.12469502381007236,0,0
2015-02-16,9.04,-0.8983829351341335,0,180.7444285714286,429.32580575393257,0,0,0.13743676725108994,0,0
2015-02-17,54.208,-0.861811882886731,0,181.5561428571429,428.9683845373609,0,0,0.13409875771052954,0,0
2015-02-18,37.784,-0.8751098584913922,0,185.53271428571432,427.41109510569595,0,0,0.13211662340841762,0,0
2015-02-19,0.0,-0.905702327454283,0,72.82871428571428,150.09503357664212,0,0,0.21916211729669638,0,0
2015-02-20,95.59,-0.8283062310070374,0,63.57385714285714,150.3217805262867,0,0,0.13500990553933878,0,0
2015-02-21,8.85,-0.8985367719196234,0,64.96357142857143,149.77778458909478,0,0,0.13829508695660186,0,0
2015-02-22,19.44,-0.8899623952967931,0,23.768857142857144,28.00469927284221,0,0,0.12266929903450208,0,0
2015-02-23,11.364,-0.8965012683474047,0,179.61107142857142,583.0873402594506,0,0,0.13224243196596008,0,0
2015-02-24,55.672,-0.8606265299711671,0,182.37678571428572,582.3073553342211,0,0,0.1319240335848637,0,0
2015-02-25,0.0,-0.905702327454283,0,274.6399285714286,657.8654129260625,0,0,0.21916211729669638,0,0
2015-02-26,0.0,-0.905702327454283,0,298.4019285714285,654.6522321010143,0,0,0.21916211729669638,0,0
2015-02-27,19.456,-0.8899494406201205,0,348.79921428571424,657.0669845270052,0,0,0.12266929903450208,0,0
2015-02-28,0.0,-0.905702327454283,0,341.9713571428571,660.3888480889474,0,0,0.21916211729669638,0,0
2015-03-01,2203.151,0.8781169766972571,0,452.8436428571428,727.0905912982237,0,0,0.08758266436530027,0,0
2015-03-02,47.76,-0.867032617585882,0,451.4550714285714,727.99995333965,0,0,0.13235818469852545,0,0
2015-03-03,1345.8919999999998,0.18402240358009656,0,450.6433571428571,728.5345365795433,0,0,0.15031523491019294,0,0
2015-03-04,370.452,-0.605759459779055,0,499.6636428571428,722.9816610092066,0,0,0.12802776258614212,0,0
2015-03-05,705.562,-0.33443185353952687,0,565.2574999999999,715.7836413673045,0,0,0.13874209864415493,0,0
2015-03-06,0.0,-0.905702327454283,0,565.2574999999999,715.7836413673045,0,0,0.21916211729669638,0,0
2015-03-07,1561.062,0.3582385148109142,0,563.8677857142857,716.942793655026,0,0,0.1634278200364382,0,0
2015-03-08,0.0,-0.905702327454283,0,689.5325,763.1984095511112,0,0,0.21916211729669638,0,0
2015-03-09,0.0,-0.905702327454283,0,558.649,628.971542106269,0,0,0.21916211729669638,0,0
2015-03-10,741.956,-0.30496482211258824,0,588.9461428571428,612.4685940544662,0,0,0.15362556145052142,0,0
2015-03-11,918.314,-0.16217351782089096,0,699.2672857142858,851.6864785392141,0,0,0.17571168479599686,0,0
2015-03-12,0.0,-0.905702327454283,0,977.5084285714287,1269.7119636089922,0,0,0.21916211729669638,0,0
2015-03-13,0.0,-0.905702327454283,0,969.3084285714286,1271.9720212486966,0,0,0.21916211729669638,0,0
2015-03-14,1759.306,0.5187501974564606,0,969.3084285714286,1271.9720212486966,0,0,0.1449213283313338,0,0
2015-03-15,370.78200000000004,-0.6054922695726778,0,957.844142857143,1266.9416243193295,0,0,0.12802776258614212,0,0
2015-03-16,471.92,-0.5236041389891279,0,990.993642857143,1245.8476993841837,0,0,0.1452198953266633,0,0
2015-03-17,2890.3880000000004,1.4345502974851618,0,1058.4982142857143,1213.1972812622776,0,0,0.08909934401712238,0,0
2015-03-18,4265.828,2.548199077665093,1,1010.1713571428573,1239.9568039880453,1,1,-0.002468795525455203,3,1
2015-03-19,590.762,-0.4273816586670905,0,977.373642857143,1248.6158149699895,0,0,0.12663230864583563,0,0
2015-03-20,0.0,-0.905702327454283,0,987.7400714285716,1240.4529153516387,0,0,0.21916211729669638,0,0
2015-03-21,1400.5620000000001,0.22828691443657678,0,987.7400714285716,1240.4529153516387,0,0,0.1490725857391328,0,0
2015-03-22,464.09299999999996,-0.5299414048840186,0,940.5876428571429,1221.266077886363,0,0,0.1507627519329497,0,0
2015-03-23,945.064,-0.14051491775850133,0,970.5800714285716,1211.3115021514407,0,0,0.17214252120100604,0,0
2015-03-24,65.38,-0.8527662798999268,0,1020.4659285714288,1203.5516928903176,0,0,0.12973338606285495,0,0
2015-03-25,459.146,-0.5339468289777995,0,930.0625000000001,1094.9217214236583,0,0,0.15169953895984561,0,0
2015-03-26,145.13,-0.7881953133587839,0,633.9239285714285,546.7649606986208,0,0,0.1562042147347953,0,0
2015-03-27,0.0,-0.905702327454283,0,677.3912142857142,566.8886061604076,0,0,0.21916211729669638,0,0
2015-03-28,1099.172,-0.015738710714959768,0,677.3912142857142,566.8886061604076,0,0,0.14516560383722538,0,0
2015-03-29,790.6760000000002,-0.26551783164381726,0,611.3399285714286,528.7344451089672,0,0,0.17857822716621702,0,0
2015-03-30,1170.3220000000001,0.04186911711453637,0,707.2164285714287,614.6912985437009,0,0,0.14870937981296845,0,0
2015-03-31,1624.74,0.4097965086341982,0,757.6182857142857,662.7446517481947,0,0,0.16197695889636798,0,0
2015-04-01,119.88799999999999,-0.8086329351447591,0,825.889,634.5809853364785,0,0,0.14372562162587055,0,0
2015-04-02,1199.304,0.06533489457278589,0,902.629,651.5534309867579,0,0,0.1537528540646611,0,0
2015-04-03,0.0,-0.905702327454283,0,892.2625714285715,665.5370446523409,0,0,0.21916211729669638,0,0
2015-04-04,475.844,-0.5204270045351161,0,892.2625714285715,665.5370446523409,0,0,0.14838325552103432,0,0
2015-04-05,1806.3640000000003,0.5568515208858413,0,950.5531428571429,718.6695233420907,0,0,0.1432679794982662,0,0
2015-04-06,1650.69,0.43080737486294624,0,1007.5070714285715,736.4008788577953,0,0,0.16819082638976923,0,0
2015-04-07,1021.1700000000001,-0.07889437882959574,0,969.5252142857144,741.0556939967138,0,0,0.16544015288677516,0,0
2015-04-08,1533.506,0.33592732291113087,0,853.4723571428573,757.5894487663447,0,0,0.16108091040289013,0,0
2015-04-09,0.0,-0.905702327454283,0,865.9603571428571,745.9180163766825,0,0,0.21916211729669638,0,0
2015-04-10,0.0,-0.905702327454283,0,783.0866428571428,770.0944781544277,0,0,0.21916211729669638,0,0
2015-04-11,1915.24,0.645004856975289,0,783.0866428571428,770.0944781544277,0,0,0.13399107629278895,0,0
2015-04-12,1588.0310000000002,0.38007443201026336,0,821.9929285714287,767.1316223327268,0,0,0.15968127192085635,0,0
2015-04-13,638.576,-0.3886682267649186,0,707.6433571428571,727.3997213554184,0,0,0.13789689271702127,0,0
2015-04-14,0.0,-0.905702327454283,0,679.0547857142857,694.6108152860392,0,0,0.21916211729669638,0,0
2015-04-15,294.71999999999997,-0.667077183140733,0,663.7709285714287,688.8340988256863,0,0,0.1413112242802138,0,0
2015-04-16,39.072,-0.8740670070192295,0,572.6456428571429,648.1073173420033,0,0,0.1304521431374518,0,0
2015-04-17,0.0,-0.905702327454283,0,618.6442142857143,626.842124062926,0,0,0.21916211729669638,0,0
2015-04-18,1020.532,-0.0794109465619249,0,618.6442142857143,626.842124062926,0,0,0.16432578992318275,0,0
2015-04-19,205.47,-0.7393399889563693,0,602.1006428571428,592.0827687825168,0,0,0.158846995755707,0,0
2015-04-20,1250.45,0.10674613789207477,0,508.8532857142858,523.7158310702526,0,0,0.15753474244097349,0,0
2015-04-21,807.1960000000001,-0.2521421279791191,0,463.2407142857143,539.1299345772759,0,0,0.17314475578073357,0,0
2015-04-22,257.752,-0.6970089635933095,0,583.8972857142858,611.6275012062156,0,0,0.1508195488570902,0,0
2015-04-23,643.98,-0.38429278471866984,0,617.7632857142856,607.4962300725615,0,0,0.1438536681220554,0,0
2015-04-24,0.0,-0.905702327454283,0,687.3592857142858,591.7067052386465,0,0,0.21916211729669638,0,0
2015-04-25,1683.63,0.4574778154631374,0,687.3592857142858,591.7067052386465,0,0,0.16198813147500907,0,0
2015-04-26,282.568,-0.6769162600737484,0,650.6155714285716,585.3638539013701,0,0,0.1417159526879756,0,0
2015-04-27,0.0,-0.905702327454283,0,641.1271428571429,594.1452130264845,0,0,0.21916211729669638,0,0
2015-04-28,1689.1920000000002,0.4619811849415305,0,565.1972857142857,577.9912880395391,0,0,0.16155556193028148,0,0
2015-04-29,768.8439999999999,-0.28319448796389557,0,526.181642857143,578.8341463495811,0,0,0.16708649856573066,0,0
2015-04-30,1013.4160000000002,-0.08517253901216647,0,525.9462142857143,578.952380969439,0,0,0.16332864243460682,0,0
2015-05-01,0.0,-0.905702327454283,0,552.0695000000001,592.7740368227958,0,0,0.21916211729669638,0,0
2015-05-02,506.12,-0.49591351760095137,0,608.5463571428572,573.4813521895645,0,0,0.14413249085001517,0,0
2015-05-03,72.632,-0.846894572697966,0,516.4642142857143,484.11402571933644,0,0,0.12920034925537932,0,0
2015-05-04,187.43200000000002,-0.7539447675704024,0,617.8861428571429,572.0857592460528,0,0,0.15800602699864386,0,0
2015-05-05,260.977,-0.6943977865764419,0,705.066,563.6177640882577,0,0,0.15114205589110657,0,0
2015-05-06,254.456,-0.6996776269879127,0,636.8984285714287,488.0867047302338,0,0,0.15020722264917025,0,0
2015-05-07,1009.7060000000001,-0.08817640466567922,0,646.1511428571429,491.99262451880503,0,0,0.1629677468940861,0,0
2015-05-08,790.6760000000002,-0.26551783164381726,0,595.97,487.45862610340197,0,0,0.17857822716621702,0,0
2015-05-09,394.48,-0.5863047740856308,0,595.97,487.45862610340197,0,0,0.12432776703118809,0,0
2015-05-10,1702.4750000000001,0.4727359955818564,0,580.4814285714285,493.93506657372257,0,0,0.15868732378715117,0,0
2015-05-11,1220.518,0.08251117650637586,0,581.842,492.4525692267235,0,0,0.15903690074081567,0,0
2015-05-12,734.846,-0.3107215565590776,0,635.9514285714286,487.3738608670129,0,0,0.15014084467555122,0,0
2015-05-13,898.382,-0.17831180628607038,0,623.8545000000001,499.35148911436283,0,0,0.17594129194764357,0,0
2015-05-14,310.88,-0.6539929597011737,0,628.5436428571429,495.9122214082793,0,0,0.13897417262036482,0,0
2015-05-15,0.0,-0.905702327454283,0,723.4984999999999,670.9049869175853,0,0,0.21916211729669638,0,0
2015-05-16,289.28,-0.6714817732094956,0,679.9452142857143,685.8339582668885,0,0,0.14260952727818677,0,0
2015-05-17,91.68,-0.8314720301189604,0,674.8936428571429,688.3541420762127,0,0,0.13677679858553665,0,0
2015-05-18,944.964,-0.14059588448770646,0,561.594,634.6542943459008,0,0,0.17214252120100604,0,0
2015-05-19,91.62,-0.8315206101564835,0,482.9527142857143,614.6210545461746,0,0,0.13677679858553665,0,0
2015-05-20,320.10400000000004,-0.6465245885992864,0,525.1578571428571,652.3762948598423,0,0,0.14121017411662423,0,0
2015-05-21,2339.074,0.9881693840348341,0,592.0281428571428,736.1742751154954,0,0,0.07937956374006283,0,0
2015-05-22,180.93,-0.7592092243033242,0,585.6772857142857,739.1637107690779,0,0,0.1585627139075207,0,0
2015-05-23,323.75800000000004,-0.6435660643141285,0,585.6772857142857,739.1637107690779,0,0,0.14005575568011047,0,0
2015-05-24,116.28,-0.8115542147344826,0,702.5082142857143,814.1691051136531,0,0,0.13897245527417829,0,0
2015-05-25,119.53999999999999,-0.8089146993623932,0,751.2239285714286,794.9871495772717,0,0,0.14372562162587055,0,0
2015-05-26,1325.718,0.16768817563024077,0,910.4056428571429,1026.241868216531,0,0,0.14685984740118474,0,0
2015-05-27,1834.5660000000003,0.5796857578562903,0,956.6183571428572,1000.7862357159004,0,0,0.13976471194723683,0,0
2015-05-28,221.96800000000002,-0.7259820979720963,0,971.6937857142857,992.0116582728546,0,0,0.15128610281231336,0,0
2015-05-29,0.0,-0.905702327454283,0,837.2079285714287,917.1801860514122,0,0,0.21916211729669638,0,0
2015-05-30,1924.913,0.6528367686913075,0,824.2843571428573,928.3455735986724,0,0,0.13346655666697999,0,0
2015-05-31,773.7,-0.27926274359369124,0,884.9382857142858,920.8375060017111,0,0,0.17062171733560116,0,0
2015-06-01,3173.5080000000003,1.663783301210909,0,896.7323571428572,911.2426588770551,0,0,0.06048176563144125,0,0
2015-06-02,738.598,-0.30768368487929876,0,1003.5552142857143,900.7233121998021,0,0,0.15256919515199574,0,0
2015-06-03,531.16,-0.47563944860797064,0,1170.2647857142858,1147.2007551669265,0,0,0.13506255822038782,0,0
2015-06-04,456.272,-0.536273812775157,0,1074.3350714285714,1143.5244762241036,0,0,0.15153772216787298,0,0
2015-06-05,0.0,-0.905702327454283,0,1058.4802142857145,1157.7024299056357,0,0,0.21916211729669638,0,0
2015-06-06,1172.9130000000002,0.04396696506824307,0,1058.4802142857145,1157.7024299056357,0,0,0.1480923513361455,0,0
2015-06-07,281.397,-0.6778643804727412,0,922.0235714285716,1160.3061682244258,0,0,0.1417159526879756,0,0
2015-06-08,1615.0600000000002,0.40195892924713544,0,881.9692857142857,1175.400882201043,0,0,0.1626770965052689,0,0
2015-06-09,3659.6520000000005,2.057398197238211,0,722.1262857142857,974.8536383530717,1,0,0.027273128090875787,1,0
2015-06-10,491.55,-0.5077103700461483,0,723.9258571428572,974.9096363137276,0,0,0.15420716547880536,0,0
2015-06-11,0.0,-0.905702327454283,0,748.8991428571429,974.06955625323,0,0,0.21916211729669638,0,0
2015-06-12,0.0,-0.905702327454283,0,726.294,984.9938200420745,0,0,0.21916211729669638,0,0
2015-06-13,14.52,-0.8939459583736888,0,726.294,984.9938200420745,0,0,0.12456837232395235,0,0
2015-06-14,212.94,-0.7332917742847413,0,773.1537571428572,1022.756676719705,0,0,0.15672894913484314,0,0
2015-06-15,935.7060000000001,-0.14809178427752334,0,978.1264714285714,1190.4301694615358,0,0,0.1765639282781733,0,0
2015-06-16,763.792,-0.2872849271233419,0,999.3539000000001,1205.2192470178081,0,0,0.16244280085247698,0,0
2015-06-17,880.7860000000002,-0.19255871195701627,0,745.7713285714286,948.5859130566796,0,0,0.16977507132283154,0,0
2015-06-18,139.8,-0.7925108400254208,0,710.9657571428571,967.384691160067,0,0,0.15200975085621865,0,0
2015-06-19,0.0,-0.905702327454283,0,767.5914714285715,945.5221682329362,0,0,0.21916211729669638,0,0
2015-06-20,1828.9496,0.5751383424772095,0,767.5914714285715,945.5221682329362,0,0,0.14066771273275952,0,0
2015-06-21,3151.0150000000003,1.6455714548107847,0,810.5643285714285,922.0431240900607,1,0,0.06649659810905684,1,0
2015-06-22,1912.2440000000001,0.6425790937683014,0,881.6401857142857,910.71412279142,0,0,0.13477306450975723,0,0
2015-06-23,109.49600000000001,-0.817046997643763,0,818.1383285714286,937.2621081671898,0,0,0.13645004744611128,0,0
2015-06-24,4.272,-0.9022434287826372,0,816.4120428571429,937.3921528846665,0,0,0.1381548553236272,0,0
2015-06-25,792.76,-0.26383048500718115,0,796.4290428571428,938.8950193780719,0,0,0.17788617684915503,0,0
2015-06-26,0.0,-0.905702327454283,0,792.1261857142857,942.2677419166647,0,0,0.21916211729669638,0,0
2015-06-27,616.14,-0.4068339221293961,0,792.1261857142857,942.2677419166647,0,0,0.12568126769000743,0,0
2015-06-28,1208.0020000000002,0.0723773806790538,0,679.1589285714286,902.3619928475297,0,0,0.15801141241481403,0,0
2015-06-29,46.68,-0.8679070582612981,0,557.2367142857144,610.9451262971343,0,0,0.13539038358484234,0,0
2015-06-30,739.624,-0.3068529662376534,0,494.82442857142854,495.62003619906017,0,0,0.15353840841783678,0,0
2015-07-01,601.0239999999999,-0.41907285291605345,0,504.23142857142864,488.94874491579066,0,0,0.12359621626633877,0,0
2015-07-02,79.56,-0.8412851976986302,0,558.4315714285715,470.9919358102273,0,0,0.1291655664614052,0,0
2015-07-03,0.0,-0.905702327454283,0,520.7716428571429,471.891875988821,0,0,0.21916211729669638,0,0
2015-07-04,247.40800000000002,-0.7053841620622948,0,520.7716428571429,471.891875988821,0,0,0.15119723201558316,0,0
2015-07-05,1444.104,0.26354144766710264,0,616.6253571428571,609.099515428323,0,0,0.1473596276188398,0,0
2015-07-06,1038.472,-0.06488551534251302,0,670.3403571428571,692.686852179764,0,0,0.15874510003131787,0,0
2015-07-07,241.19400000000002,-0.7104154346151057,0,692.0929285714285,676.1804294106114,0,0,0.15117650700947222,0,0
2015-07-08,763.0740000000001,-0.2878662682390352,0,660.1622142857142,684.2697317075377,0,0,0.16206261640885183,0,0
2015-07-09,265.521,-0.6907186584013579,0,617.9112142857142,706.1153083029153,0,0,0.14611902654466702,0,0
2015-07-10,0.0,-0.905702327454283,0,612.2283571428571,711.0839441281627,0,0,0.21916211729669638,0,0
2015-07-11,1958.092,0.679700719774299,0,612.2283571428571,711.0839441281627,0,0,0.13187422570758572,0,0
2015-07-12,1960.012,0.6812552809750386,0,614.0592142857142,710.1046944947016,0,0,0.13264809166534175,0,0
2015-07-13,351.216,-0.6213342198089662,0,543.8607857142857,669.132413024759,0,0,0.14006171184099087,0,0
2015-07-14,292.594,-0.6687985358036355,0,619.3335,779.670660926163,0,0,0.1413112242802138,0,0
2015-07-15,9.51,-0.898002391506869,0,741.4332142857144,846.8520912427284,0,0,0.13776832582957776,0,0
2015-07-16,0.0,-0.905702327454283,0,783.2382142857143,862.3075126840849,0,0,0.21916211729669638,0,0
2015-07-17,0.0,-0.905702327454283,0,934.2669999999999,945.7802586851853,0,0,0.21916211729669638,0,0
2015-07-18,273.04,-0.6846307700324193,0,934.2669999999999,945.7802586851853,0,0,0.1424605484130264,0,0
2015-07-19,461.326,-0.5321817542811262,0,861.8544285714287,899.01557679264,0,0,0.15054204362895518,0,0
2015-07-20,2095.09,0.7906235194508318,0,974.1234285714287,1118.1391933316104,0,0,0.11532425036091765,0,0
2015-07-21,1950.5900000000001,0.6736265957493254,0,990.4694285714286,1109.97539684374,0,0,0.13258704786948872,0,0
2015-07-22,1348.344,0.18600770778020811,0,983.3664285714286,1115.0911860731196,0,0,0.15063808304072068,0,0
2015-07-23,2379.924,1.0212442929151562,0,982.6871428571429,1115.7327816875027,0,0,0.09217090840529352,0,0
2015-07-24,0.0,-0.905702327454283,0,1039.1640000000002,1081.6552374259913,0,0,0.21916211729669638,0,0
2015-07-25,944.3160000000001,-0.14112054889295605,0,1039.1640000000002,1081.6552374259913,0,0,0.17339829594958867,0,0
2015-07-26,3531.7780000000002,1.9538628019343605,0,1035.9702857142859,1084.1544355867268,0,0,0.03208088392701569,0,0
2015-07-27,580.06,-0.4360467180266304,0,1062.9167142857143,1073.4080818152154,0,0,0.13487934734320567,0,0
2015-07-28,193.152,-0.7493134706598652,0,947.4098571428573,1040.2895693273883,0,0,0.15986734970431588,0,0
2015-07-29,0.0,-0.905702327454283,0,982.6591428571429,1084.3249226400205,0,0,0.21916211729669638,0,0
2015-07-30,790.6760000000002,-0.26551783164381726,0,1033.9238571428573,1119.3440501446069,0,0,0.17857822716621702,0,0
2015-07-31,0.0,-0.905702327454283,0,882.7071428571429,1065.2103523754474,0,0,0.21916211729669638,0,0
2015-08-01,228.328,-0.720832613994646,0,882.7071428571429,1065.2103523754474,0,0,0.1447813551357569,0,0
2015-08-02,838.5760000000001,-0.226734768354529,0,1068.5652142857143,1281.7725365548217,0,0,0.17618485610136564,0,0
2015-08-03,477.994,-0.5186862198572044,0,961.6614285714286,1111.6534317822893,0,0,0.1500217661434311,0,0
2015-08-04,2444.08,1.0731893077040409,0,920.2285714285715,1137.4801127902592,0,0,0.08274794358481308,0,0
2015-08-05,2066.05,0.7671107812896433,0,938.6905714285715,1126.819039024096,0,0,0.11534694305723026,0,0
2015-08-06,262.89,-0.6928488930467466,0,1047.9812857142858,1102.7149050493815,0,0,0.15050465004521757,0,0
2015-08-07,0.0,-0.905702327454283,0,991.5044285714285,1136.6328807655948,0,0,0.21916211729669638,0,0
2015-08-08,3546.329,1.965644270701008,0,991.5044285714285,1136.6328807655948,0,0,0.032461781239545795,0,0
2015-08-09,2035.1250000000005,0.7420718202829371,0,999.3024285714285,1131.3565098688944,0,0,0.11822833730168791,0,0
2015-08-10,0.0,-0.905702327454283,0,995.8810000000001,1131.952237947412,0,0,0.21916211729669638,0,0
2015-08-11,451.62,-0.5400403850177825,0,997.4772857142858,1131.1812266857924,0,0,0.15327879685740564,0,0
2015-08-12,1530.0700000000002,0.3331453060956404,0,822.9001428571429,1078.1053037658858,0,0,0.15897544034414152,0,0
2015-08-13,0.0,-0.905702327454283,0,778.1184285714286,1034.6406311107194,0,0,0.21916211729669638,0,0
2015-08-14,0.0,-0.905702327454283,0,883.0840000000001,1052.7332746428006,0,0,0.21916211729669638,0,0
2015-08-15,337.5,-0.6324396163867507,0,883.0840000000001,1052.7332746428006,0,0,0.14094142800275739,0,0
2015-08-16,790.6760000000002,-0.26551783164381726,0,631.4250714285715,742.5142402043383,0,0,0.17857822716621702,0,0
2015-08-17,500.342,-0.5005917752144275,0,526.4321428571429,623.0777233569428,0,0,0.1461552994569426,0,0
2015-08-18,0.0,-0.905702327454283,0,530.6992857142858,619.3887729990731,0,0,0.21916211729669638,0,0
2015-08-19,1439.106,0.25949473054142697,0,586.6108571428571,646.4400890204349,0,0,0.15023374614841334,0,0
2015-08-20,1732.4080000000001,0.4969717666348474,0,503.52085714285715,587.958936436742,0,0,0.14414973130756026,0,0
2015-08-21,0.0,-0.905702327454283,0,621.9398571428572,643.1114787662414,0,0,0.21916211729669638,0,0
2015-08-22,23.104,-0.8869957743387148,0,621.9398571428572,643.1114787662414,0,0,0.11537413037284294,0,0
2015-08-23,565.224,-0.448058941971513,0,657.2843214285715,639.8657582455396,0,0,0.13263485749101883,0,0
2015-08-24,59.74,-0.8573328034270997,0,609.4674642857144,653.9881380082951,0,0,0.13191038397217314,0,0
2015-08-25,1234.382,0.0937364038433841,0,580.3373214285715,668.1520267630144,0,0,0.16057208819202873,0,0
2015-08-26,366.81,-0.6087082680567082,0,613.8684642857144,648.2710539552488,0,0,0.12850578300304139,0,0
2015-08-27,1657.8660000000002,0.4366175473507112,0,671.8498928571429,755.2346700709907,0,0,0.16505471786434472,0,0
2015-08-28,0.0,-0.905702327454283,0,549.6836071428572,707.2919800374086,0,0,0.21916211729669638,0,0
2015-08-29,832.3225,-0.23179802276537598,0,549.6836071428572,707.2919800374086,0,0,0.17545346220447916,0,0
2015-08-30,121.24,-0.807538264965905,0,569.1978928571428,695.3133839736802,0,0,0.14470719424930434,0,0
2015-08-31,92.52,-0.8307919095936369,0,535.9933214285714,706.5270800618717,0,0,0.13691453642918439,0,0
2015-09-01,469.436,-0.5256153525425851,0,781.2026785714287,1043.7611559368731,0,0,0.14802185915374583,0,0
2015-09-02,2250.846,0.9167340581916749,0,1089.3539642857145,1649.1265008030355,0,0,0.08709094670902162,0,0
2015-09-03,22.08,-0.8878248736457761,0,1277.3746785714286,1709.3672220591952,0,0,0.12058678352043695,0,0
