Product Name,Total_Sales,YoY_Growth,Monthly_Sales_Volatility,Avg_Order_Value,Category,Sub-Category,Cluster,ClusterLabel
14-7/8 x 11 Blue Bar Computer Printout Paper,422.752,32.81842604037907,29.652508863991223,105.68773578066056,Office Supplies,Paper,1,Declining Demand
2300 Heavy-Duty Transfer File Systems by Perma,344.724,16.635230902703025,25.263403532854195,86.18078454803863,Office Supplies,Storage,1,Declining Demand
"24 Capacity Maxi Data Binder Racks, Pearl",2507.7720000000004,263.40329485136374,181.7170709008574,626.9414326464185,Office Supplies,Storage,3,Growing Demand
24-Hour Round Wall Clock,487.512,-0.19468041872508793,32.88950950773779,81.2518645802257,Furniture,Furnishings,1,Declining Demand
3-ring staple pack,42.111999999999995,0.4038779324196757,2.4824160274485285,7.018654968908384,Office Supplies,Binders,0,"Low Volume, High Volatility"
3.6 Cubic Foot Counter Height Office Refrigerator,2111.6680000000006,29.41738902306929,164.96031823387924,422.3327553344895,Office Supplies,Appliances,3,Growing Demand
36X48 HARDFLOOR CHAIRMAT,369.24800000000005,12.640354896895104,30.8139218862868,61.541230764615406,Furniture,Furnishings,1,Declining Demand
"3D Systems Cube Printer, 2nd Generation, Magenta",1581.3520000000003,263.55866666666674,159.66985192662239,790.6720466397669,Technology,Machines,3,Growing Demand
"3D Systems Cube Printer, 2nd Generation, White",1581.3520000000003,263.225754381001,159.66985192662236,790.6720466397669,Technology,Machines,3,Growing Demand
3M Hangers With Command Adhesive,108.03999999999999,0.15062968699313606,6.730406024024624,13.5049831187711,Furniture,Furnishings,0,"Low Volume, High Volatility"
3M Office Air Cleaner,259.8,86.26984369043082,26.773984395781138,129.8993505032475,Office Supplies,Appliances,1,Declining Demand
3M Organizer Strips,83.16,20.796502152827788,5.302562407469278,11.879983028595674,Office Supplies,Binders,0,"Low Volume, High Volatility"
3M Polarizing Light Filter Sleeves,216.34,9.574626775524512,18.1261299525502,54.084864787838036,Furniture,Furnishings,1,Declining Demand
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2129.2720000000004,91.94562228906034,166.6944641712296,532.3166692083271,Furniture,Furnishings,3,Growing Demand
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,62.73693749115358,22.253489005910293,75.83981040047401,Office Supplies,Appliances,1,Declining Demand
4009 Highlighters,8.04,2.3835398230088494,1.1604740410711476,8.03991960080399,Office Supplies,Art,0,"Low Volume, High Volatility"
4009 Highlighters by Sanford,171.14,0.32102157800300934,8.97120016125676,21.392473259408426,Office Supplies,Art,0,"Low Volume, High Volatility"
50 Colored Long Pencils,138.176,0.008153693998313968,9.684843709309865,27.63514472971054,Office Supplies,Art,0,"Low Volume, High Volatility"
"6"" Cubicle Wall Clock, Black",100.316,19.324970204338822,9.592319941768427,33.438555204815984,Furniture,Furnishings,0,"Low Volume, High Volatility"
9-3/4 Diameter Round Wall Clock,455.07,2.606199423030893,31.625178256751003,56.88367889540138,Furniture,Furnishings,1,Declining Demand
"ACCOHIDE 3-Ring Binder, Blue, 1""",147.028,0.33919779413142387,6.779237639412798,11.30983745397119,Office Supplies,Binders,0,"Low Volume, High Volatility"
ACCOHIDE Binder by Acco,65.25399999999999,3.5021638089504354,6.433216101024608,16.31345921635196,Office Supplies,Binders,0,"Low Volume, High Volatility"
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,2.81000771398309,78.35650890097732,150.8998113752358,Office Supplies,Appliances,3,Growing Demand
ARKON Windshield Dashboard Air Vent Car Mount Holder,149.16,-0.23984064634200775,12.584226956198238,49.719834267219106,Technology,Phones,1,Declining Demand
AT&T 1070 Corded Phone,1070.304,147.9879454855063,109.62412699805233,356.76681077729745,Technology,Phones,3,Growing Demand
AT&T 1080 Corded phone,1945.258,173.14028243905057,113.03404539378096,277.8936030091386,Technology,Phones,3,Growing Demand
AT&T 1080 Phone,1557.8200000000002,263.21585918603114,147.24384010781247,519.271602427992,Technology,Phones,3,Growing Demand
AT&T 17929 Lendline Telephone,1339.104,0.37657477509302223,60.446603308825125,133.9102660897339,Technology,Phones,1,Declining Demand
AT&T 841000 Phone,1614.6,1.221694301385761,101.16509915595417,230.6568133474095,Technology,Phones,3,Growing Demand
AT&T CL2909,755.9399999999999,50.063216946869346,64.21625565079695,251.97916006946642,Technology,Phones,3,Growing Demand
AT&T CL82213,481.234,28.588713714335114,34.82374795962769,96.24660750678498,Technology,Phones,1,Declining Demand
AT&T CL83451 4-Handset Telephone,1697.0320000000002,373.25842938598845,136.10695029501593,424.2569393576517,Technology,Phones,2,"High Volume, Stable Demand"
AT&T EL51110 DECT,377.97,-0.3324537562340027,54.55527031140071,377.96622033779664,Technology,Phones,1,Declining Demand
AT&T SB67148 SynJ,475.128,87.4572155880046,43.09015516826937,158.3754720817597,Technology,Phones,1,Declining Demand
AT&T TR1909W,1738.662,100.12666399846684,128.0539399773733,434.6644133389667,Technology,Phones,3,Growing Demand
Aastra 57i VoIP phone,2762.318,1.7120926724541408,177.48940035477077,460.3855660240567,Technology,Phones,3,Growing Demand
Aastra 6757i CT Wireless VoIP phone,2858.9,952.6336266624427,204.49257430494941,476.482539195768,Technology,Phones,2,"High Volume, Stable Demand"
Acco 3-Hole Punch,137.53199999999998,6.605085350607492,8.001660727889886,15.281316354092938,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272,-0.3248455218306512,4.842109006538957,19.135904320478396,Office Supplies,Appliances,0,"Low Volume, High Volatility"
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.456,24.97738349660995,18.85765030977279,48.242586262356234,Office Supplies,Appliances,1,Declining Demand
Acco 6 Outlet Guardian Premium Surge Suppressor,432.432,-0.193451120928682,24.959157521242837,54.05393243258446,Office Supplies,Appliances,1,Declining Demand
Acco 6 Outlet Guardian Standard Surge Suppressor,149.916,7.539603070743784,10.426591973962028,29.983140033719934,Office Supplies,Appliances,0,"Low Volume, High Volatility"
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1884.8960000000002,20.067162337268112,137.23853460545433,314.1488097519838,Office Supplies,Appliances,3,Growing Demand
"Acco Banker's Clasps, 5 3/4""-Long",40.896,1.7502208627573947,3.121115348922016,8.179183641632717,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,0.7644991808375724,4.5835909485950594,13.205973588052824,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Acco D-Ring Binder w/DublLock,235.18,25.72340522817862,13.47115688193069,26.131082076575474,Office Supplies,Binders,1,Declining Demand
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",262.836,0.905044913636735,14.941234963484195,29.20396755114717,Office Supplies,Binders,1,Declining Demand
Acco Economy Flexible Poly Round Ring Binder,8.352,1.154512212015716,0.756322119824728,2.7839907200309333,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco Expandable Hanging Binders,33.176,4.12968992248062,2.7726605652205394,11.05862980456732,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,0.8180602923605821,24.678100325609567,41.000358999641,Office Supplies,Binders,1,Declining Demand
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,0.8465073865878457,7.720628890251941,20.363299394501013,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco Glide Clips,19.6,6.533333333333334,2.829016319029166,19.59980400195998,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Acco Hanging Data Binders,41.910000000000004,0.46260295625316,2.731599481754857,5.9871343040938525,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco Hot Clips Clips to Go,67.116,12.856274571675016,5.265093636394323,11.18598135669774,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388,0.19083892394874502,10.82104342283429,25.05539277801032,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946,1.2442842118804953,6.373346015308684,15.736460658848355,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,0.5037738293852505,4.798869121917244,13.449973100053802,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco Perma 2700 Stacking Storage Drawers,208.18,29.84987955368359,15.213525913354605,52.044869887825286,Office Supplies,Storage,1,Declining Demand
Acco Perma 3000 Stacking Storage Drawers,373.44399999999996,27.372036739578377,29.78348331644559,62.24056293239511,Office Supplies,Storage,1,Declining Demand
Acco Perma 4000 Stacking Storage Drawers,457.96799999999996,0.9058233976171253,23.348774255494497,41.63341669689391,Office Supplies,Storage,1,Declining Demand
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,3.6964588500563695,4.261333013178168,11.963376073247854,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.627,0.2059432151200862,4.2767068704302265,7.953365058293678,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,3.5684516181444654,7.506009650872383,11.917898256456132,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,0.15179716982332883,4.498450967431231,10.159988711123654,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.255,9.08015673207454,7.577582857151979,21.313696715758212,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco Side-Punched Conventional Columnar Pads,41.64,1.526320966350302,3.247268718116746,10.409973975065064,Office Supplies,Supplies,0,"Low Volume, High Volatility"
"Acco Six-Outlet Power Strip, 4' Cord Length",299.976,0.32313001433718763,19.060873461265697,37.49695312880859,Office Supplies,Appliances,1,Declining Demand
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.902,1.4624655783136042,39.506124380385764,112.22521943695142,Office Supplies,Appliances,1,Declining Demand
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96500000000003,32.79859838081259,38.12124839566823,150.98783004056654,Office Supplies,Appliances,1,Declining Demand
Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,1.0733565751053613,2.4480123414229076,4.830243962195047,Office Supplies,Binders,0,"Low Volume, High Volatility"
Acco Translucent Poly Ring Binders,77.68799999999999,3.711720641034832,4.555834799836825,11.098269859614485,Office Supplies,Binders,0,"Low Volume, High Volatility"
Accohide Poly Flexible Ring Binders,43.758,1.8730003235008388,2.3169591096861093,5.469743162821047,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Acme 10"" Easy Grip Assistive Scissors",448.76800000000003,53.248053427709884,25.223438206365813,56.09592988008766,Office Supplies,Supplies,1,Declining Demand
Acme Box Cutter Scissors,255.75,-0.22173066264737087,18.39580232602224,51.149897700204605,Office Supplies,Supplies,1,Declining Demand
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144,-0.598298634659662,4.308992092248932,15.047949840167199,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Design Stainless Steel Bent Scissors,88.92,3.920412121766628,10.996591057851385,29.639901200329334,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Elite Stainless Steel Scissors,95.076,11.73981960632053,6.606522458903777,19.01516196967606,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Forged Steel Scissors with Black Enamel Handles,279.3,57.24172823299492,14.523015891145617,34.912456359429555,Office Supplies,Supplies,1,Declining Demand
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05200000000002,64.69091706439787,17.85503781800166,65.0171166096113,Office Supplies,Supplies,1,Declining Demand
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",305.8,1.582558475569928,20.218044587703197,61.15987768024465,Office Supplies,Supplies,1,Declining Demand
Acme Kleen Earth Office Shears,44.232,2.204938906882654,3.073538026444443,8.846382307235386,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Kleencut Forged Steel Scissors,35.587999999999994,8.50073108143493,3.0556351001466497,11.86262712457625,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Office Executive Series Stainless Steel Trimmers,159.402,19.527858919037318,9.934068874815319,22.77168175474035,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Preferred Stainless Steel Scissors,90.88,11.575887495248955,6.662537160754882,22.719943200142,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Rosewood Handle Letter Opener,43.67,-0.21108157948514625,3.592149531067171,14.556618144606185,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Serrated Blade Letter Opener,7.632,-0.29471733086190915,1.101584313613806,7.631923680763191,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Softgrip Scissors,166.056,28.255693282796432,11.617147549699512,41.51389621525947,Office Supplies,Supplies,1,Declining Demand
Acme Stainless Steel Office Snips,81.424,3.8193823795046846,6.8154660206044735,20.355949110127227,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Tagit Stainless Steel Antibacterial Scissors,196.01999999999998,20.631765639532855,11.285196219977934,32.66994555009075,Office Supplies,Supplies,1,Declining Demand
Acme Titanium Bonded Scissors,102.0,13.794102613251548,7.30145715564672,20.3999592000816,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acme Value Line Scissors,69.35,-0.013624415050866276,3.2489566178405536,7.705546993836673,Office Supplies,Supplies,0,"Low Volume, High Volatility"
Acrylic Self-Standing Desk Frames,93.984,0.3796060807017179,5.029107428949485,11.747985315018356,Furniture,Furnishings,0,"Low Volume, High Volatility"
"Adams ""While You Were Out"" Message Pads",72.848,4.717767593347041,4.7383454394488895,14.56957086085828,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€",227.04,14.170367641502452,11.887422282002028,28.379964525044343,Office Supplies,Paper,1,Declining Demand
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6â€ x 11â€",94.928,0.9383924004105285,9.589249613074216,31.642561191462693,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.672,8.388783236549406,9.215013146533222,24.66739333229524,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888,0.9906661570651699,6.120248284492207,13.28878671121329,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,39.45174444824877,18.24429470715988,31.919954400065144,Office Supplies,Paper,1,Declining Demand
"Adams Telephone Message Books, 5 1/4â€ x 11â€",80.936,2.697098815449466,6.6386919479775415,16.187167625664753,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896,5.739386172006745,3.4320851053277748,13.631954560151467,Office Supplies,Paper,0,"Low Volume, High Volatility"
Adjustable Depth Letter/Legal Cart,6299.312000000001,4.179824319122851,316.26411318829736,629.93057006943,Office Supplies,Storage,3,Growing Demand
Adjustable Personal File Tote,270.24800000000005,59.36361658420855,17.652557598231066,54.04949190101621,Office Supplies,Storage,1,Declining Demand
Adtran 1202752G1,1899.3880000000001,201.19562387214583,135.65746060399638,379.87684024631955,Technology,Phones,3,Growing Demand
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,350.2594616045026,101.5458668721111,262.94334264164337,Office Supplies,Storage,2,"High Volume, Stable Demand"
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",649.53,62.02577339479044,51.005575942838234,162.3820940447649,Furniture,Furnishings,1,Declining Demand
Advantus Map Pennant Flags and Round Head Tacks,87.69,0.31682883149759794,5.483354756743163,14.614975641707264,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Advantus Motivational Note Cards,227.94,4.724882291010398,16.496629136655173,45.58790882418236,Office Supplies,Paper,1,Declining Demand
Advantus Panel Wall Acrylic Frame,87.52,19.460150056459618,6.627061148125383,17.503964992070017,Furniture,Furnishings,0,"Low Volume, High Volatility"
Advantus Panel Wall Certificate Holder - 8.5x11,270.84,0.8480931138408067,18.988129606610727,45.139924766792056,Furniture,Furnishings,1,Declining Demand
Advantus Plastic Paper Clips,225.0,0.513860884641984,11.909510324535294,22.4999775000225,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Advantus Push Pins,54.936,0.724310669163168,3.4922009276599386,7.847988788587445,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
"Advantus Push Pins, Aluminum Head",139.44,2.89262768663195,10.309985657376984,27.887944224111553,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Advantus Rolling Drawer Organizers,1115.92,-0.30468230131224394,77.29477788238042,185.98635668940554,Office Supplies,Storage,3,Growing Demand
Advantus Rolling Storage Box,428.75,0.4418312588853457,19.65601962256047,42.874957125042876,Office Supplies,Storage,1,Declining Demand
Advantus SlideClip Paper Clips,46.376000000000005,15.132369244624565,3.9009155244734557,15.458615137949542,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Advantus T-Pin Paper Clips,64.042,0.24156260175832767,4.78738312099242,12.808374383251234,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Airmail Envelopes,1359.6660000000002,0.1008390929118692,79.42745632433571,226.6106223156295,Office Supplies,Envelopes,3,Growing Demand
Akro Stacking Bins,91.524,16.264857738789786,5.407478786808806,15.25397457670904,Office Supplies,Storage,0,"Low Volume, High Volatility"
Akro-Mils 12-Gallon Tote,113.202,0.19545711637161065,8.20032894676222,28.30042924892688,Office Supplies,Storage,0,"Low Volume, High Volatility"
"Alliance Big Bands Rubber Bands, 12/Pack",9.9,1.1677619224690898,1.0202557564212213,4.9499752501237495,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Alliance Rubber Bands,13.440000000000001,4.201854304635762,1.400595617980573,6.7199664001679995,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
"Alliance Super-Size Bands, Assorted Sizes",197.61200000000002,38.24023480005993,15.908642591349231,49.40287649280878,Office Supplies,Fasteners,1,Declining Demand
Alphabetical Labels for Top Tab Filing,488.4,48.94856014071658,28.285453896440472,61.04992368759539,Office Supplies,Labels,1,Declining Demand
Aluminum Document Frame,244.39999999999998,46.65930256441687,18.0008899039279,48.87990224019552,Furniture,Furnishings,1,Declining Demand
Aluminum Screw Posts,354.032,70.54384709115784,19.545715322315345,32.1846980139109,Office Supplies,Binders,1,Declining Demand
AmazonBasics 3-Button USB Wired Mouse,88.074,16.521711602167773,6.259731690344753,17.61476477047046,Technology,Accessories,0,"Low Volume, High Volatility"
American Pencil,48.93,0.198051546812922,2.839707361496281,8.154986408355986,Office Supplies,Art,0,"Low Volume, High Volatility"
Ames Color-File Green Diamond Border X-ray Mailers,1360.476,195.3828594618337,109.13447688848564,340.1181497046258,Office Supplies,Envelopes,3,Growing Demand
Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,14.672489082969433,4.757370988624311,17.91994026686578,Office Supplies,Envelopes,0,"Low Volume, High Volatility"
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",16.568,2.70028768811912,1.4695159332290972,5.5226482578391405,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72200000000001,6.3625546915820586,6.075332603188216,13.340233324708345,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â€ x 11â€",124.8,10.011385514349856,8.52222326401404,24.95995008009984,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.135999999999996,2.556264756795404,2.832133862084551,9.533976165059586,Office Supplies,Paper,0,"Low Volume, High Volatility"
Anderson Hickey Conga Table Tops & Accessories,51.782,16.939064639496962,5.2378833428323475,25.890870545647267,Furniture,Tables,0,"Low Volume, High Volatility"
"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,0.21421686634505255,10.649730391070106,19.782980217019784,Office Supplies,Binders,0,"Low Volume, High Volatility"
Angle-D Ring Binders,39.384,1.9515528686964574,2.7708438456580837,6.563989060018233,Office Supplies,Binders,0,"Low Volume, High Volatility"
Anker 24W Portable Micro USB Car Charger,61.544,20.1935094486655,6.279944325994352,30.771846140769295,Technology,Phones,0,"Low Volume, High Volatility"
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,16.639613887974498,20.188734900727283,56.63823893626844,Technology,Phones,1,Declining Demand
Anker Astro 15000mAh USB Portable Charger,599.88,153.07128571139287,39.858826137021104,119.97576004847991,Technology,Phones,1,Declining Demand
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.926,19.82779261031433,11.072200613417321,36.98140754648114,Technology,Phones,0,"Low Volume, High Volatility"
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,135.908385902471,42.8836051174638,99.94980010039981,Technology,Accessories,1,Declining Demand
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,491.836,163.6227561579004,41.53617111592775,122.9586926032685,Technology,Accessories,1,Declining Demand
Apple EarPods with Remote and Mic,251.91,27.934612241914408,18.090133529993047,62.97734255664361,Technology,Phones,1,Declining Demand
Apple iPhone 5,4733.176000000001,526.7842121153501,310.0285961519867,788.8613518977471,Technology,Phones,2,"High Volume, Stable Demand"
Apple iPhone 5C,1339.866,-0.6076041998028523,112.35136699328869,334.9656625858436,Technology,Phones,3,Growing Demand
Apple iPhone 5S,2835.3300000000004,417.65954399021206,199.7649729257524,708.8307279231803,Technology,Phones,2,"High Volume, Stable Demand"
Array Memo Cubes,54.908,8.040029858761613,5.080917088576915,18.30260565798114,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Array Parchment Paper, Assorted Colors",62.608,4.214885181114924,5.81810783503897,20.869263769120767,Office Supplies,Paper,0,"Low Volume, High Volatility"
Artistic Insta-Plaque,156.8,15.78879822370247,12.921290583939745,52.266492445025186,Furniture,Furnishings,1,Declining Demand
Assorted Color Push Pins,34.39,1.524061212517558,2.350171718111238,4.298744626569217,Office Supplies,Fasteners,0,"Low Volume, High Volatility"
Astroparche Fine Business Paper,144.672,1.09235940762059,9.272734720215466,24.11195981340031,Office Supplies,Paper,0,"Low Volume, High Volatility"
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1945.6060000000002,648.202672083661,150.4262524579783,486.4002839992901,Technology,Phones,2,"High Volume, Stable Demand"
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,0.06165850343869842,99.16508106325489,458.9467052664736,Technology,Machines,3,Growing Demand
Ativa V4110MDD Micro-Cut Shredder,1581.3520000000003,262.8928420953353,159.66985192662236,790.6720466397669,Technology,Machines,3,Growing Demand
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.0268,25.25970855276921,48.22408478707054,200.0123999380003,Furniture,Bookcases,1,Declining Demand
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",5626.355200000001,1.1047371173662137,269.05586774144643,703.2935208830991,Furniture,Bookcases,3,Growing Demand
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",3889.3200000000006,0.4094993286046235,247.08301482303992,648.2189196351341,Furniture,Bookcases,3,Growing Demand
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",4334.417600000001,468.22955608000217,231.34071941320695,541.8015227480967,Furniture,Bookcases,2,"High Volume, Stable Demand"
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,236.000414206199,168.86696797964456,555.3886115284712,Office Supplies,Appliances,3,Growing Demand
Avanti 4.4 Cu. Ft. Refrigerator,3396.7880000000005,625.9169337787862,185.74588078498178,485.25473535037816,Office Supplies,Appliances,2,"High Volume, Stable Demand"
Avaya 4621SW VoIP phone,709.92,59.490222962579146,49.571973207242564,177.47955630110926,Technology,Phones,1,Declining Demand
Avaya 5410 Digital phone,231.166,76.72343575430223,23.383039296071654,115.58242208788955,Technology,Phones,1,Declining Demand
Avaya 5420 Digital phone,1384.632,263.4758381694869,127.41926095792518,461.54246152512826,Technology,Phones,3,Growing Demand
Avaya IP Phone 1140E VoIP phone,790.6760000000002,-0.3329122856656848,114.12425036044417,790.6680933190669,Technology,Phones,3,Growing Demand
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,6.574894199651482,2.1281092293028503,10.324948375258122,Office Supplies,Labels,0,"Low Volume, High Volatility"
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.808,0.2606544361225674,9.196433850926569,22.9679617200638,Office Supplies,Binders,0,"Low Volume, High Volatility"
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,7.942821585406322,70.42299016167985,112.12826170158027,Office Supplies,Labels,1,Declining Demand
Avery 473,248.4,34.63205741626794,15.83389510014997,41.399931000115004,Office Supplies,Labels,1,Declining Demand
